CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15650391,633,France,Female,29,7,169988.35,1,1,0,4272,0
15650424,641,France,Female,48,3,147341.43,1,1,1,157458.61,1
15650442,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1
15650488,492,France,Female,48,6,127253.98,1,1,1,92144.09,1
15650538,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
15650545,849,France,Male,69,7,71996.09,1,1,1,139065.94,0
15650575,720,Spain,Female,59,6,0,2,1,1,160849.43,1
15650591,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
15650670,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
15650889,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0
15650933,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1
15651052,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1
15651063,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0
15651093,707,France,Female,55,1,0,2,0,1,54409.48,0
15651140,710,France,Female,32,3,0,1,1,0,94790.34,0
15651264,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1
15651280,742,Germany,Male,35,5,136857,1,0,0,84509.57,0
15651352,529,France,Female,38,2,0,1,1,0,146388.85,1
15651369,626,France,Male,21,1,0,2,1,0,66232.23,0
15651533,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
15651554,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
15651581,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1
15651585,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
15651627,628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1
15651664,615,France,Female,61,1,104267.7,1,1,0,62845.64,1
15651674,438,Spain,Female,54,2,0,1,0,0,191763.07,1
15651713,684,France,Male,45,6,148071.39,1,1,0,183575.01,0
15651802,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0
15651823,590,France,Female,60,6,147751.75,1,1,0,88206.04,1
15651883,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1
15651900,782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1
15651943,580,Spain,Female,65,1,0,2,0,1,103182.46,0
15651983,591,France,Female,56,9,128882.49,1,1,1,196241.94,1
15652030,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1
15652192,759,France,Female,33,9,160541.36,2,0,0,93541.14,0
15652218,750,France,Male,33,2,152302.72,1,1,0,71333.44,0
15652266,703,Germany,Male,42,9,63227,1,0,1,137316.32,0
15652400,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0
15652527,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
15652540,683,France,Male,31,2,0,2,0,1,77326.78,0
15652626,826,France,Male,55,4,115285.85,1,1,0,140126.17,0
15652693,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
15652789,657,Spain,Male,40,10,0,2,1,1,52990.7,0
15652808,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
15652883,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
15652955,678,Spain,Male,30,0,0,1,1,0,35113.08,0
15653222,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0
15653251,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
15653253,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0
15653275,785,Spain,Female,54,1,0,2,1,0,45113.92,1
15653306,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0
15653315,555,Spain,Female,35,1,0,2,1,0,101667,0
15653347,560,Spain,Male,47,1,0,1,0,0,128882.66,1
15653547,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
15653572,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1
15653595,796,France,Male,51,6,0,2,0,1,194733.28,0
15653620,546,France,Female,27,8,0,2,1,1,14858.1,0
15653696,515,France,Female,28,9,0,2,0,0,94141.75,0
15653715,602,France,Female,63,7,0,2,1,1,56323.21,0
15653753,542,Spain,Male,43,6,113567.94,1,1,0,89543.25,0
15653762,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
15653776,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1
15653780,621,France,Female,43,5,0,1,1,1,47578.45,0
15653849,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1
15653857,498,France,Male,34,2,0,2,1,1,148528.24,0
15653937,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
15653997,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
15654000,705,France,Female,35,5,0,1,1,0,133991.11,1
15654060,517,France,Male,41,2,0,2,0,1,75937.47,0
15654106,604,France,Male,26,8,149542.52,2,0,1,197911.52,0
15654156,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0
15654211,559,Spain,Female,27,1,0,1,0,1,1050.33,0
15654229,699,Spain,Male,47,1,0,2,0,1,30117.44,0
15654230,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
15654238,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
15654292,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
15654296,754,Spain,Female,19,9,0,1,1,0,189641.11,0
15654341,542,France,Male,34,8,101116.06,1,1,0,196395.05,0
15654346,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0
15654379,588,Spain,Male,59,4,0,2,1,1,27435.41,0
15654390,640,France,Male,33,7,154575.76,1,1,0,25722.28,1
15654408,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0
15654409,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
15654456,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
15654457,685,Spain,Female,30,2,0,3,1,1,172576.43,1
15654463,841,France,Male,34,4,0,2,1,0,141582.66,0
15654489,843,France,Female,38,8,134887.53,1,1,1,10804.04,0
15654495,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
15654506,514,France,Male,32,8,0,2,1,0,95857.18,0
15654519,680,France,Male,31,1,0,2,1,1,3148.2,0
15654531,477,France,Male,22,5,82559.42,2,0,0,163112.9,1
15654562,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
15654574,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
15654577,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
15654611,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0
15654654,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0
15654673,625,France,Male,49,6,173434.9,1,1,0,165580.93,1
15654700,523,France,Female,40,2,102967.41,1,1,0,128702.1,1
15654733,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1
15654772,640,France,Female,47,6,89799.46,2,0,1,13783.77,1
15654851,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
15654859,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
15654901,733,France,Male,51,10,141556.96,1,1,0,130189.53,0
15654959,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
15655007,758,France,Female,33,7,0,2,0,0,82996.47,0
15655082,607,France,Female,48,4,112070.86,3,1,0,173568.3,1
15655123,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1
15655175,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1
15655192,850,Spain,Female,24,1,0,2,0,1,69052.87,0
15655213,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
15655238,668,France,Female,31,9,0,2,0,0,41291.73,0
15655274,548,France,Female,29,4,0,2,0,1,48673.18,0
15655339,566,France,Male,36,1,142120.91,1,1,0,79616.37,0
15655341,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0
15655360,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1
15655410,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
15655436,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
15655574,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
15655590,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0
15655648,610,France,Female,25,2,0,2,1,0,123723.83,0
15655774,583,France,Male,27,7,0,2,1,0,51285.49,0
15655794,620,France,Male,36,8,0,2,1,1,145937.99,0
15655875,511,France,Female,33,3,0,2,1,0,132436.71,0
15655961,756,Germany,Male,27,1,131899,1,1,0,93302.29,0
15656029,609,France,Male,37,6,0,2,0,1,22030.72,0
15656086,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1
15656096,679,Spain,Female,26,3,76554.06,1,1,1,184800.27,0
15656121,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0
15656148,376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1
15656176,501,France,Male,57,10,0,2,1,1,47847.19,0
15656263,764,Spain,Male,29,5,0,2,1,0,65868.28,0
15656293,786,France,Male,35,3,0,2,1,0,92712.97,0
15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21,0
15656333,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
15656454,654,France,Male,37,6,83568.55,1,1,0,47046.72,0
15656613,646,France,Female,34,3,131283.11,1,0,0,130500.65,0
15656683,551,France,Male,52,1,0,1,0,0,63584.55,1
15656707,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0
15656726,771,France,Male,32,5,62321.62,1,1,1,40920.59,0
15656822,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1
15656840,547,France,Female,29,6,104450.86,1,1,1,37160.28,0
15656912,649,Spain,Male,51,4,0,1,1,1,150390.57,0
15657085,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
15657107,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
15657139,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
15657163,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0
15657214,601,France,Male,74,2,0,2,0,1,51554.58,0
15657284,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1
15657306,567,France,Female,47,2,0,1,0,0,110900.43,1
15657317,789,France,Female,32,7,69423.52,1,1,0,107499.39,0
15657321,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0
15657342,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
15657349,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,1
15657386,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
15657439,738,France,Male,18,4,0,2,1,1,47799.15,0
15657449,446,Germany,Male,25,3,136202.78,1,1,0,176743.51,0
15657468,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
15657529,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1
15657535,590,Spain,Male,29,10,0,1,1,1,51907.72,1
15657565,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
15657637,696,Spain,Female,36,3,0,3,1,0,65039.9,0
15657747,611,Germany,Female,43,9,127216.31,2,0,1,17913.25,0
15657779,806,Spain,Male,18,3,0,2,1,1,86994.54,0
15657809,585,France,Male,55,10,106415.57,3,1,1,122960.98,1
15657812,688,France,Male,52,1,0,2,1,1,172033.57,0
15657829,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
15657868,850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0
15657881,784,France,Male,38,5,136712.91,1,0,1,169920.92,0
15657937,709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0
15657957,602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1
15658032,701,France,Male,39,2,0,2,1,1,82526.92,0
15658052,626,France,Female,44,10,81553.93,1,1,0,20063.63,1
15658057,812,Spain,Female,44,8,0,3,1,0,66926.83,1
15658067,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
15658158,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
15658169,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
15658195,653,France,Male,34,5,118838.75,1,1,1,52820.13,0
15658306,693,France,Male,68,4,97705.99,1,1,1,61569.07,0
15658339,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0
15658360,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0
15658409,686,France,Male,41,5,128876.71,3,1,1,106939.34,1
15658449,695,France,Male,45,9,43134.65,1,0,1,77330.35,0
15658459,784,Spain,Male,33,10,0,2,1,0,162022.47,0
15658475,834,France,Male,36,8,142882.49,1,1,0,89983.02,1
15658485,785,France,Female,34,9,70302.48,1,1,1,68600.36,0
15658486,579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0
15658532,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0
15658548,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0
15658577,629,France,Female,37,10,99546.25,3,0,1,25136.95,1
15658668,581,Spain,Male,49,10,0,2,0,0,41623.59,0
15658670,669,France,Female,38,8,0,2,1,0,84049.16,0
15658693,827,France,Female,60,2,0,2,0,1,60615.83,0
15658716,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
15658768,547,France,Female,49,2,0,1,0,0,65466.93,1
15658852,676,France,Male,38,8,0,2,1,1,133692.88,0
15658889,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
15658890,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
15658935,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
15658956,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
15658969,711,France,Male,51,7,0,3,1,0,38409.79,1
15658982,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1
15659092,621,France,Female,50,5,0,2,1,0,191756.54,1
15659098,669,France,Male,30,7,95128.86,1,0,0,19799.26,0
15659105,669,France,Female,47,9,61196.54,1,1,0,58170.24,0
15659149,530,France,Male,39,2,0,2,1,0,197923.05,0
15659175,755,France,Female,43,9,0,2,1,0,18066.69,0
15659234,494,France,Male,30,3,85704.95,1,0,1,27886.06,0
15659236,781,Spain,Male,33,3,0,2,1,1,42556.33,0
15659325,802,Spain,Male,40,5,0,2,1,1,175043.69,0
15659327,520,France,Male,49,5,121197.64,1,1,0,72577.33,1
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1
15659399,516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
15659420,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
15659428,520,Spain,Female,42,6,0,2,1,1,34410.55,0
15659475,597,France,Female,33,6,135703.59,2,0,0,74850.84,0
15659486,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
15659501,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
15659557,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
15659567,473,France,Female,39,9,117103.26,2,1,1,85937.52,1
15659568,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
15659651,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
15659694,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1
15659736,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1
15659800,584,Spain,Female,50,1,0,1,0,1,152567.75,1
15659820,614,France,Female,34,5,0,2,1,0,185561.89,0
15659843,643,France,Female,46,6,0,2,0,0,106781.59,0
15659931,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1
15659962,637,France,Male,60,3,0,2,1,1,70174.03,0
15660101,803,France,Male,31,9,157120.86,2,1,0,141300.53,0
15660147,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
15660155,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
15660200,551,France,Male,31,1,0,2,1,1,185105.44,0
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
15660271,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0
15660301,491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0
15660316,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1
15660385,592,France,Male,39,7,0,2,1,0,83084.33,0
15660417,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
15660422,569,France,Male,28,7,0,2,1,0,73977.23,0
15660429,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1
15660505,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
15660524,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
15660535,680,France,Female,47,5,0,2,1,1,179843.33,0
15660541,694,France,Male,34,5,127900.03,1,1,0,101737.8,0
15660602,464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0
15660646,528,France,Male,35,3,156687.1,1,1,0,199320.77,0
15660688,701,Spain,Female,35,9,0,2,0,0,170996.86,0
15660735,581,Spain,Female,31,6,0,2,1,0,188377.21,0
15660809,850,France,Male,28,4,0,2,1,1,12409.01,0
15660833,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
15660866,640,France,Female,29,3,0,2,1,0,2743.69,0
15661007,660,France,Male,33,0,72783.42,1,0,0,181051.99,0
15661034,813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1
15661036,725,France,Male,46,6,0,2,1,0,161767.38,0
15661162,526,Spain,Male,49,2,0,1,1,0,114539.67,1
15661219,627,France,Male,32,10,0,2,1,0,103287.62,0
15661249,699,France,Male,53,4,0,2,0,1,111307.98,0
15661275,532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1
15661330,754,France,Male,37,6,0,1,1,1,116141.72,0
15661409,542,France,Female,42,1,0,1,1,1,178256.58,1
15661473,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1
15661507,587,Spain,Male,45,6,0,1,0,0,158684.81,0
15661526,815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0
15661528,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0
15661532,650,France,Female,31,1,160566.11,2,0,0,27073.81,0
15661626,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
15661629,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
15661723,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
15661734,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
15661821,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
15661903,699,France,Female,43,3,80764.03,1,1,0,199378.58,1
15661936,513,France,Male,40,3,141004.46,1,1,0,105028.46,0
15661974,677,France,Male,46,2,57037.74,1,1,1,158531.01,0
15662063,746,France,Male,36,7,142400.77,1,1,1,193438.69,0
15662067,743,France,Male,40,8,68155.59,1,1,0,94876.65,0
15662085,678,France,Female,32,9,0,1,1,1,148210.64,0
15662091,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0
15662098,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1
15662100,850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0
15662151,554,France,Male,40,4,0,1,0,1,168780.04,0
15662203,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
15662238,822,France,Male,37,3,105563,1,1,0,182624.93,0
15662243,559,France,Male,50,5,162702.35,1,0,0,150548.5,1
15662291,534,France,Female,55,8,116973.26,3,1,0,122066.5,1
15662294,710,France,Male,33,10,118327.17,2,1,1,192928.82,0
15662337,744,Germany,Female,50,1,121498.11,2,0,1,106061.47,1
15662397,640,France,Female,42,5,176099.13,1,1,1,8404.73,0
15662403,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
15662426,649,Spain,Male,32,1,0,1,0,1,91167.19,1
15662434,607,France,Male,25,3,0,2,0,0,187048.72,0
15662488,627,France,Female,44,5,0,2,1,0,82969.61,1
15662501,583,France,Male,48,3,91246.53,1,1,0,60017.46,1
15662532,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
15662533,598,Spain,Female,23,6,0,2,1,0,153229.19,0
15662578,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0
15662626,666,France,Female,40,2,0,2,0,0,36371.27,0
15662658,651,Germany,Male,34,2,90355.12,2,0,0,193597.94,0
15662698,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15662751,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
15662758,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
15662865,658,Spain,Male,36,1,0,2,0,1,84927.42,0
15662884,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1
15662901,656,France,Male,37,2,0,2,0,1,67840.81,0
15662955,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
15662976,637,Spain,Male,37,8,0,1,1,1,186062.36,0
15663134,535,Spain,Male,58,1,0,2,1,1,11779.98,1
15663161,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
15663164,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1
15663194,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1
15663249,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
15663252,850,Spain,Female,32,9,0,2,1,1,18924.92,0
15663263,698,France,Male,47,5,156265.31,2,0,0,1055.66,0
15663386,597,Spain,Female,26,7,0,2,1,0,110253.2,0
15663410,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1
15663438,688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1
15663441,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
15663446,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1
15663478,729,France,Male,32,6,93694.42,1,1,1,79919.13,0
15663489,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
15663625,501,France,Male,37,4,0,2,0,0,12470.3,0
15663650,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1
15663706,777,France,Female,32,2,0,1,1,0,136458.19,1
15663826,532,Spain,Female,66,3,0,1,1,1,115227.02,0
15663830,563,Spain,Male,32,6,0,2,1,1,19720.08,0
15663885,741,France,Male,32,5,0,1,1,1,64839.23,0
15663921,429,France,Male,60,7,0,2,1,1,163691.48,0
15663933,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1
15663939,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
15663964,561,France,Male,37,5,0,2,1,0,83093.25,0
15663987,723,Spain,Male,30,1,0,3,1,0,164647.72,1
15664001,695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
15664150,528,Germany,Female,29,9,170214.23,2,1,0,49284,0
15664204,706,Spain,Male,29,2,0,2,1,1,18255.51,0
15664214,670,France,Male,33,2,141204.65,2,1,0,76257.46,0
15664227,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0
15664270,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1
15664339,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
15664432,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1
15664498,508,France,Male,26,7,205962,1,1,0,156424.4,0
15664521,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0
15664523,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
15664543,699,France,Male,40,7,0,1,0,1,152876.13,1
15664547,760,France,Male,37,7,0,1,0,0,32863.24,1
15664555,587,France,Male,40,2,0,4,0,1,106174.7,1
15664610,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1
15664615,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1
15664639,645,France,Male,19,9,128514.84,1,0,0,175969.19,0
15664668,534,France,Female,42,9,144801.97,1,0,1,12483.39,1
15664734,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0
15664754,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1
15664759,675,Spain,Male,32,10,0,2,1,0,191545.65,0
15664772,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0
15664802,543,France,Female,42,5,0,2,0,0,101905.34,0
15664808,790,Spain,Female,37,3,0,3,0,0,98897.32,0
15664849,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1
15664860,692,Spain,Female,47,3,0,2,1,0,150802.41,1
15664881,702,France,Male,34,4,100054.77,1,1,0,109496.45,0
15664895,602,France,Female,25,0,0,2,1,1,101274.17,0
15664897,682,France,Female,35,2,181166.44,1,1,1,63737.19,1
15664907,527,France,Male,47,1,0,1,1,0,21312.16,1
15665008,805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0
15665053,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1
15665062,696,France,Male,19,1,110928.51,1,1,1,2766.63,0
15665077,598,France,Female,43,5,0,3,1,1,100722.72,1
15665110,515,France,Female,25,7,79543.59,1,0,1,38772.82,0
15665159,727,France,Male,61,0,128213.96,2,1,1,188729.08,1
15665180,616,France,Female,31,3,136789.14,1,1,0,59346.4,1
15665221,630,France,Male,26,7,129837.72,2,0,1,197001.15,0
15665238,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0
15665283,610,France,Female,57,7,72092.95,4,0,1,113228.82,1
15665327,706,France,Male,18,2,176139.5,2,1,0,129654.22,0
15665340,584,Spain,Female,37,8,0,2,0,1,100835.19,0
15665376,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
15665402,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0
15665416,779,France,Male,62,10,119096.55,1,0,1,116977.89,0
15665438,669,France,Male,43,1,163159.85,1,0,1,15602.8,0
15665460,732,Spain,Female,67,1,0,2,1,1,177783.04,0
15665678,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0
15665695,594,France,Female,49,4,0,2,1,1,23631.55,0
15665760,802,Spain,Male,38,7,0,2,0,1,57764.65,0
15665766,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
15665834,696,Spain,Male,28,8,0,1,0,0,176713.47,0
15665861,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0
15665956,509,France,Female,46,1,0,1,1,0,71244.59,1
15666043,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
15666055,705,France,Female,49,7,0,1,1,0,63405.2,1
15666095,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1
15666141,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
15666163,695,France,Male,43,1,100421.1,1,1,1,101141.28,0
15666173,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0
15666181,650,France,Male,33,0,98064.97,1,1,0,52411.99,0
15666252,706,Spain,Male,42,9,0,2,1,1,28714.34,0
15666270,676,France,Female,40,2,147803.48,1,1,0,95181.06,1
15666295,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1
15666297,706,Spain,Female,53,3,0,3,0,0,88479.02,1
15666548,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
15666633,758,Spain,Male,56,1,0,2,1,1,10643.38,0
15666652,781,France,Female,19,3,0,2,1,1,124297.32,0
15666675,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
15666711,586,France,Female,46,0,0,3,0,1,131553.82,1
15666823,425,France,Male,39,4,0,2,1,0,197226.32,0
15666884,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
15666916,639,France,Male,43,6,99610.92,2,1,0,187296.78,0
15667046,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
15667085,667,France,Male,33,4,0,2,1,1,131834.75,0
15667134,446,France,Male,32,8,0,2,0,0,133292.94,0
15667190,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
15667215,678,France,Male,31,2,0,2,1,1,58803.28,0
15667265,729,France,Male,39,4,121404.64,1,1,1,159618.17,0
15667417,572,France,Male,33,9,68193.72,1,1,0,19998.31,0
15667438,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
15667458,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
15667476,477,Germany,Female,36,3,117700.86,1,0,0,74042,0
